,id,loc,correct_location
31913,1.5066329109794406e+18,USA,USA
31914,1.50663292000136e+18,"Thurrock, Essex","Thurrock, Essex"
31915,1.5066329464338063e+18,Zurich,Zurich
31916,1.5066329510644165e+18,Louisiana ,"Louisiana, United States of America "
31917,1.5066329568650895e+18,"Nova Scotia, Canada","Nova Scotia, Canada"
31918,1.5066329915267686e+18,Deutschland,Deutschland
31919,1.506633006211117e+18,"New York, USA","New York, USA"
31920,1.506633017137279e+18,"Salt Lake City, Utah","Salt Lake City, Utah, United States of America"
31921,1.506633021302186e+18,Western Mass,Western Mass
31922,1.5066330253537526e+18,Southern California,"Southern California, United States of America"
31923,1.506633044047929e+18,"Montagne Noire, Aude","Montagne Noire, Aude"
31924,1.5066330750773944e+18,"Thurrock, Essex","Thurrock, Essex"
31925,1.5066331258704118e+18,"Pays de la Loire, France","Pays Delaware, United States of America Laos Loire, France"
31926,1.5066331344896737e+18,United States,United States
31927,1.5066332447452938e+18,"Thurrock, Essex","Thurrock, Essex"
31928,1.5066333481770885e+18,Global Networks beyond Dogmas ,Global Networks beyond Dogmas 
31929,1.5066333669296128e+18,In front of the a/c,"Indiana, United States of America front of the a/c"
31930,1.5066333729274716e+18,Rheingau,Rheingau
31931,1.5066334236994683e+18,"Ohio, USA","Ohio, USA"
31932,1.506633443148501e+18,Within the Void,Within 
31933,1.5066334815263826e+18,en los estados unidos,en los estados unidos
31934,1.506633507442811e+18,"Colorado, USA","Colorado, USA"
31935,1.506633532692734e+18,United States,United States
31936,1.5066335588861297e+18,"Rotterdam, Nederland","Rotterdam, Nederland"
31937,1.50663356028697e+18,"Suffolk, VA","Suffolk, Virginia, United States of America"
31938,1.5066336456453448e+18,"Durham, NC","Durham, North Carolina, United States of America"
31939,1.5066336532537797e+18,Danemark,Danemark
31940,1.5066336806551142e+18,"Araraquara, SP, Brasil","Araraquara, SP, Brazil"
31941,1.5066337436325356e+18,California,"California, United States of America"
31942,1.5066337708242084e+18,"Colorado, USA","Colorado, USA"
31943,1.5066337714616648e+18,'Berta,'Berta
31944,1.506633835689218e+18,"Ontario, Canada","Ontario, Canada"
31945,1.506633864525062e+18,"Berlin, Deutschland","Berlin, Deutschland"
31946,1.50663390566699e+18,"Helsinki, Suomi","Helsinki, Suomi"
31947,1.506633972901626e+18,"✿ maps , minors , aams dni ","✿ maps , minors , aams dni "
31948,1.5066340782374707e+18,"Santa Fe, NM","Santa Fe, New Mexico, United States of America"
31949,1.5066340837696717e+18,"Plague Island, UK","Plague Island, England, United Kingdom"
31950,1.5066340852250952e+18,Deutschland,Deutschland
31951,1.506634093487747e+18,"Springfield, Home of Simpsons","Springfield,  of Simpsons"
31952,1.5066342004090184e+18,"San Diego, CA","San Diego, California, United States of America"
31953,1.506634380839641e+18,"Albacete, España","Albacete, Spain"
31954,1.5066343858519204e+18,im schönsten Oberbaiern,Isle of Man schönsten Oberbaiern
31955,1.506634448774869e+18,"Leicestershire, Europe.","Leicestershire, Europe."
31956,1.5066344707823452e+18,"Oslo, Norway","Oslo, Norway"
31957,1.5066345339778662e+18,United Kingdom,"England, United Kingdom"
31958,1.5066345387552358e+18,eastside,eastside
31959,1.5066345678635704e+18,Under ucp black cloud of lies,Under ucp black cloud of lies
31960,1.5066346178555126e+18,University of Leeds,University of Leeds
31961,1.5066346181240504e+18,"Now:NH~Prev:CA, FL, RI, MA, ME","Now:New Hampshire, United States of America~Prev:California, United States of America, Florida, United States of America, Rhode Island, United States of America, Massachusetts, United States of America, Montenegro"
31962,1.5066346478409157e+18,https://goo.gl/maps/gW6tXhiBXK,https://goo.Greenland/maps/gW6tXhiBXK
31963,1.506634657168724e+18,East Valley,East Valley
31964,1.506634688865223e+18,"Prince Edward Island, Canada","Prince Edward Island, Canada"
31965,1.506634702404391e+18,"Graubünden, Switzerland","Graubünden, Switzerland"
31966,1.5066348076981453e+18,"Linz, Österreich","Linz, Österreich"
31967,1.506634815424057e+18,"Plague Island, UK","Plague Island, England, United Kingdom"
31968,1.506634849129726e+18,Shenzhen,Shenzhen
31969,1.506634850253611e+18,"Santa Fe, NM","Santa Fe, New Mexico, United States of America"
31970,1.506634872810582e+18,"New York, USA","New York, USA"
31971,1.5066348778815242e+18,UK,"England, United Kingdom"
31972,1.506634889935958e+18,"Hamilton, Ontario","Hamilton, Ontario"
31973,1.5066348900071055e+18,Los Angeles,Los Angeles
31974,1.5066349134113833e+18,UK,"England, United Kingdom"
31975,1.5066349260236595e+18,Bureau de la PMI,"Bureau Delaware, United States of America Laos PMI"
31976,1.5066349828774543e+18,NYC/Uncanny Valley,"North Carolina, United States of AmericaUncanny Valley"
31977,1.5066350050612224e+18,Ohio ,Ohio 
31978,1.5066350083242967e+18,"Prince Edward Island, Canada","Prince Edward Island, Canada"
31979,1.5066350632362066e+18,"Hannover, Germany","Hannover, Germany"
31980,1.506635069682819e+18,"New Mississippi, USA","New Mississippi, United States of America, USA"
31981,1.506635098304967e+18,"Birmingham, UK","Birmingham, England, United Kingdom"
31982,1.5066352142855946e+18,Canada,Canada
31983,1.5066352223513313e+18,"Helsinki, Suomi","Helsinki, Suomi"
31984,1.5066352239744328e+18,"London, England","London, England, United Kingdom, England, United Kingdom"
31985,1.5066352729177702e+18,"Metz, France","Metz, France"
31986,1.5066353011622625e+18,"Washington, D.C.","Washington, D.C."
31987,1.506635307185283e+18,UK,"England, United Kingdom"
31988,1.5066353138751447e+18,Psychologically? In the clouds,"Psychologically? Indiana, United States of America the clouds"
31989,1.5066353297674527e+18,Birmingham,Birmingham
31990,1.5066353432017224e+18,🇩🇪,🇩🇪
31991,1.506635373702697e+18,Washington DC,"Washington District of Columbia, United States of America"
31992,1.5066353815125484e+18,"New Jersey, USA","New Jersey, USA"
31993,1.5066354122817782e+18,United States,United States
31994,1.5066354344656282e+18,"Rancho Cordova, CA","Rancho Cordova, California, United States of America"
31995,1.5066354348431237e+18,"Washington, DC","Washington, District of Columbia, United States of America"
31996,1.5066354352164577e+18,"Scotland, United Kingdom","Scotland, England, United Kingdom"
31997,1.5066354614016614e+18,United Kingdom,"England, United Kingdom"
31998,1.5066355445283062e+18,Near Skinners Bottom Cornwall,Near Skinners Bottom Cornwall
31999,1.5066355447884145e+18,"Gatlinburg, TN","Gatlinburg, Tennessee, United States of America"
32000,1.5066355757213e+18,"Vancouver, Canada","Vancouver, Canada"
32001,1.50663558933606e+18,"Florida, USA","Florida, United States of America, USA"
32002,1.50663560178065e+18,#SouthEastLondon15,#SouthEastLondon15
32003,1.5066356264221e+18,dmv,
32004,1.5066356589699932e+18,"Texas, USA","Texas, USA"
32005,1.5066356636214682e+18,Aarklash,Aarklash
32006,1.5066356795849933e+18,Athens,Athens
32007,1.5066356905531023e+18,"Houston, TX","Houston, Texas, United States of America"
32008,1.506635719456006e+18,"Scunthorpe, England","Scunthorpe, England, United Kingdom"
32009,1.5066357814772204e+18,USA,USA
32010,1.506635830206636e+18,Jeddah - Saudi Arabia,Jeddah - Saudi Arabia
32011,1.5066358923788165e+18,"Sandton, South Africa","Sandton, South Africa"
32012,1.5066359698559918e+18,Monkeytown,Monkeytown
32013,1.5066361134017618e+18,"Lima, Peru","Lima, Peru"
32014,1.5066361146182085e+18,Pacific Northwest,Pacific Northwest
32015,1.5066361416210432e+18,Halfway between two Wawas,Halfway between two Wawas
32016,1.5066361596313764e+18,on earth ,on 
32017,1.506636189121618e+18,Canada,Canada
32018,1.506636228023976e+18,"Shenzhen, China","Shenzhen, China"
32019,1.5066363404563046e+18,"Suffolk, VA","Suffolk, Virginia, United States of America"
32020,1.5066363828019978e+18,Netherlands,Netherlands
32021,1.5066364188604252e+18,Buckinghamshire,Buckinghamshire
32022,1.5066364452760617e+18,"Seoul, Republic of Korea","Seoul, Republic of Korea"
32023,1.506636519808897e+18,North Wales ,North Wales 
32024,1.506636562871853e+18,"Chicago, IL","Chicago, Illinois, United States of America"
32025,1.5066365908184146e+18,"Washington, DC","Washington, District of Columbia, United States of America"
32026,1.5066365941655224e+18,"Cincinnati, OH","Cincinnati, Ohio, United States of America"
32027,1.5066366337765622e+18,"San Jose, CA","San Jose, California, United States of America"
32028,1.50663666577911e+18,Florida,"Florida, United States of America"
32029,1.5066367274645957e+18,"California, USA","California, United States of America, USA"
32030,1.5066367388731474e+18,"Huntington, NY","Huntington, New York, United States of America"
32031,1.5066367711945482e+18,"Baltimore, MD","Baltimore, Maryland, United States of America"
32032,1.5066368184559657e+18,"Barcelona, Spain","Barcelona, Spain"
32033,1.5066368526940652e+18,"Boston, MA","Boston, Massachusetts, United States of America"
32034,1.5066368903127818e+18,United States,United States
32035,1.5066369001860792e+18,"Washington, D.C.","Washington, D.C."
32036,1.5066369373267026e+18,"Nova Scotia, Canada","Nova Scotia, Canada"
32037,1.5066369533363569e+18,"Wales, Europe. ","Wales, Europe. "
32038,1.506636964845523e+18,Myrtle Beach S.C,Myrtle Beach S.C
32039,1.5066370053751237e+18,European Union,European Union
32040,1.5066370237965107e+18,Québec,Québec
32041,1.5066371054846812e+18,Wolastoqiyik Wahsipekuk,Wolastoqiyik Wahsipekuk
32042,1.5066371142424863e+18,"Lambeth, London, England, UK","Lambeth, London, England, United Kingdom, England, United Kingdom, England, United Kingdom"
32043,1.5066371335950008e+18,"Montreal, Canada","Montreal, Canada"
32044,1.506637137583784e+18,"Baltimore, MD","Baltimore, Maryland, United States of America"
32045,1.506637140951765e+18,"Boston, MA","Boston, Massachusetts, United States of America"
32046,1.506637151613735e+18,"Boston, MA","Boston, Massachusetts, United States of America"
32047,1.5066371531570913e+18,"Honolulu, HI","Honolulu, Hawaii, United States of America"
32048,1.506637153383727e+18,"New York, USA","New York, USA"
32049,1.5066372313683313e+18,"Manchester, England","Manchester, England, United Kingdom"
32050,1.506637252805501e+18,"Ottawa, Ontario","Ottawa, Ontario"
32051,1.5066372789863137e+18,"Massapequa, NY","Massapequa, New York, United States of America"
32052,1.5066372988925174e+18,Alpilles,Alpilles
32053,1.5066373465607455e+18,Sverige,Sverige
32054,1.5066374113124065e+18,San Salvador,San Salvador
32055,1.5066374188453806e+18,"Lakehead, California","Lakehead, California, United States of America"
32056,1.5066374238491894e+18,New Hampshire,"New Hampshire, United States of America"
32057,1.5066374303000617e+18,"Paris, France","Paris, France"
32058,1.5066375188039311e+18,Oregon ,Oregon 
32059,1.5066375366508012e+18,"Manchester, England","Manchester, England, United Kingdom"
32060,1.506637599745753e+18,Deep in the fog,"Deep Indiana, United States of America the fog"
32061,1.5066376212162191e+18,United States,United States
32062,1.5066376312449393e+18,"Los Angeles, CA","Los Angeles, California, United States of America"
32063,1.5066376880567296e+18,Toronto,Toronto
32064,1.506637701847597e+18,Minneapolis,Minneapolis
32065,1.506637733510488e+18,"Wales, United Kingdom","Wales, England, United Kingdom"
32066,1.506637734387069e+18,Huizen,Huizen
32067,1.5066377614780785e+18,🇨🇦 ,🇨🇦 
32068,1.506637845758419e+18,Bicester England,"Bicester England, United Kingdom"
32069,1.5066378632443535e+18,Calgary,Calgary
32070,1.5066378925751296e+18,"Milwaukee, WI","Milwaukee, Wisconsin, United States of America"
32071,1.506638033361068e+18,Shenzhen,Shenzhen
32072,1.5066380538252042e+18,"Hackney, London","Hackney, London, England, United Kingdom"
32073,1.5066381266046444e+18,"Alberta, Canada","Alberta, Canada"
32074,1.5066382089768018e+18,she/her,
32075,1.5066383201802854e+18,Minneapolis,Minneapolis
32076,1.5066383344326246e+18,Hamburg,Hamburg
32077,1.5066383517215048e+18,"Dublin City, Ireland","Dublin City, Ireland"
32078,1.5066383684442358e+18,"Munich, Berlin munichnft.com","Munich, Berlin munichnft.com"
32079,1.5066383736199168e+18,MPLS,MPLS
32080,1.506638375348015e+18,A Big Hole,A Big Hole
32081,1.5066384043139236e+18,London,"London, England, United Kingdom"
32082,1.5066384521624535e+18,"London, England","London, England, United Kingdom, England, United Kingdom"
32083,1.5066384616668324e+18,San Salvador,San Salvador
32084,1.506638476288172e+18,U K,U K
32085,1.5066385064661893e+18,відень / Βιέννη / وینا / فيينا,відень / Βιέννη / وینا / فيينا
32086,1.5066385347064013e+18,ISLAND OF FUNGIBLE TOKENS,ISLAND OF FUNGIBLE TOKENS
32087,1.506638613370622e+18,"Washington, DC","Washington, District of Columbia, United States of America"
32088,1.506638856497607e+18,"Eindhoven, Nederland","Eindhoven, Nederland"
32089,1.5066388725450506e+18,NL/UK,"Netherlands/England, United Kingdom"
32090,1.506638882850308e+18,"Orange County, California","Orange County, California, United States of America"
32091,1.5066388851113615e+18,"Los Angeles, CA","Los Angeles, California, United States of America"
32092,1.506638987536085e+18,"Ohio, USA","Ohio, USA"
32093,1.5066390160363848e+18,The Ether,The Ether
32094,1.5066390294915604e+18,SoCal by way of NYC,SoCal Belarus way of NYC
32095,1.5066390435594117e+18,OX1 NN4 M11 TQ8 EC2 UAE,OX1 NN4 M11 TQ8 EC2 UAE
32096,1.5066391621155963e+18,"Martorell, España","Martorell, Spain"
32097,1.5066391766195077e+18,"Oliva, Spain","Oliva, Spain"
32098,1.5066392155636122e+18,"Middleton, WI","Middleton, Wisconsin, United States of America"
32099,1.5066392338717164e+18,Nueva York Ese,Nueva York Ese
32100,1.506639238560895e+18,"Salem, OR","Salem, Oregon, United States of America"
32101,1.506639240205058e+18,"Sheffield, England","Sheffield, England, United Kingdom"
32102,1.506639255744893e+18,"Sacramento, CA","Sacramento, California, United States of America"
32103,1.5066392573849354e+18,відень / Βιέννη / وینا / فيينا,відень / Βιέννη / وینا / فيينا
32104,1.5066392628249928e+18,UK,"England, United Kingdom"
32105,1.50663926952312e+18,United States,United States
32106,1.5066392835365028e+18,"Frankfort, KY","Frankfort, Kentucky, United States of America"
32107,1.506639283842601e+18,"Ontario, Canada","Ontario, Canada"
32108,1.5066393043232645e+18,Southern California,"Southern California, United States of America"
32109,1.5066393117893345e+18,Canada 🇨🇦,Canada 🇨🇦
32110,1.5066393168098796e+18,"the secret ""accessible"" door","the secret ""accessible"" door"
32111,1.506639401505407e+18,New York City,New York City
32112,1.5066394040724152e+18,Corner of Broad & Wonderland,Corner of Broad & 
32113,1.5066394124737864e+18,"Florida, USA","Florida, United States of America, USA"
32114,1.5066394143693906e+18,"Kuala Lumpur, Malaysia","Kuala Lumpur, Malaysia"
32115,1.5066394144617062e+18,"London, England","London, England, United Kingdom, England, United Kingdom"
32116,1.5066394195912458e+18,NL/UK,"Netherlands/England, United Kingdom"
32117,1.5066394239156677e+18,Wuhan,Wuhan
32118,1.5066394274850284e+18,"Noord-brabant, NL","Noord-brabant, Netherlands"
32119,1.5066394280722268e+18,CdMx,CdMx
32120,1.5066394321657774e+18,"Washington, D.C.","Washington, D.C."
32121,1.5066394353157489e+18,"Washington, DC","Washington, District of Columbia, United States of America"
32122,1.5066394471269048e+18,Back from Twitter grave ,Back from  grave 
32123,1.5066394813817364e+18,"Geneva, Switzerland","Geneva, Switzerland"
32124,1.5066395041862656e+18,"Washington, DC","Washington, District of Columbia, United States of America"
32125,1.5066395493839217e+18,United States,United States
32126,1.5066395708085453e+18,"Midlands, UK","Midlands, England, United Kingdom"
32127,1.5066395716432568e+18,"London, England","London, England, United Kingdom, England, United Kingdom"
32128,1.5066396080917504e+18,Berlin,Berlin
32129,1.506639668628308e+18,"Rogers Park, Chicago","Rogers Park, Chicago"
32130,1.506639757517869e+18,Transsexual Transylvania,Transsexual Transylvania
32131,1.5066397899231764e+18,European Union,European Union
32132,1.50663980927155e+18,"Antifa, ClimateJustice","Antifa, ClimateJustice"
32133,1.5066398240606577e+18,Capital District NY,"Capital District New York, United States of America"
32134,1.506639853231911e+18,United States,United States
32135,1.5066398650096435e+18,"Glasgow, Scotland","Glasgow, Scotland"
32136,1.506639877772755e+18,The Cold Wet Pacific N.W.,The Cold Wet Pacific N.W.
32137,1.506639907674112e+18,"Massachusetts, USA","Massachusetts, USA"
32138,1.5066399088735928e+18,BK ,BK 
32139,1.5066399376214426e+18,England,"England, United Kingdom"
32140,1.50663998276889e+18,"Glasgow, Scotland","Glasgow, Scotland"
32141,1.5066400035476603e+18,Australia,Australia
32142,1.506640025844396e+18,Voorburg Zuid Holland,Voorburg Zuid Holland
32143,1.5066400309195323e+18,"California, Usa","California, United States of America, Usa"
32144,1.5066400473654026e+18,Well grounded,Well grounded
32145,1.506640049999577e+18,USA ,USA 
32146,1.5066400802109563e+18,Waaay SW NY,"Waaay SW New York, United States of America"
32147,1.5066400927309005e+18,"McKinney, TX","McKinney, Texas, United States of America"
32148,1.5066401359952036e+18,"Ohio, USA","Ohio, USA"
32149,1.5066401535357338e+18,🔞 cishet male,🔞 cishet male
32150,1.5066401727121408e+18,Canada,Canada
32151,1.5066401777620255e+18,"Columbus, OH","Columbus, Ohio, United States of America"
32152,1.5066402229054095e+18,New Orleans,New Orleans
32153,1.5066402262440468e+18,"Southend-on-Sea, England","Southend-on-Sea, England, United Kingdom"
32154,1.5066402676292854e+18,Seeland,Seeland
32155,1.5066403270290186e+18,"the secret ""accessible"" door","the secret ""accessible"" door"
32156,1.5066404087087923e+18,"London, England","London, England, United Kingdom, England, United Kingdom"
32157,1.50664042026419e+18,Huizen,Huizen
32158,1.5066404603028726e+18,"San Francisco, CA","San Francisco, California, United States of America"
32159,1.5066404698995958e+18,Shropshire,Shropshire
32160,1.506640479701676e+18,"Lexington, Kentucky","Lexington, Kentucky, United States of America"
32161,1.5066405596870574e+18,"Utrecht, The Netherlands","Utrecht, The Netherlands"
32162,1.506640586283135e+18,"Birmingham, UK","Birmingham, England, United Kingdom"
32163,1.506640605115523e+18,"Ontario, Canada","Ontario, Canada"
32164,1.506640607284011e+18,United States,United States
32165,1.5066406330957578e+18,"Maryland, USA","Maryland, United States of America, USA"
32166,1.5066406412955894e+18,Heidelberg,Heidelberg
32167,1.506640646181847e+18,Bel💕,Bel💕
32168,1.5066406644733583e+18,"Austin, TX","Austin, Texas, United States of America"
32169,1.5066406774000394e+18,Schitts Creek,Schitts Creek
32170,1.5066406876552763e+18,"Rotterdam, Nederland","Rotterdam, Nederland"
32171,1.5066406932796908e+18,Canada,Canada
32172,1.5066407036605645e+18,Canada,Canada
32173,1.5066407120325673e+18,London and parallel universes ,"London, England, United Kingdom and parallel universes "
32174,1.506640714431705e+18,"New Jersey, USA","New Jersey, USA"
32175,1.506640725303128e+18,Canada,Canada
32176,1.5066407365608612e+18,America-Under Siege,America-Under Siege
32177,1.5066407813769052e+18,Amsterdam/Sicilia bedda,Amsterdam/Sicilia bedda
32178,1.5066408035229125e+18,"England, United Kingdom","England, United Kingdom, England, United Kingdom"
32179,1.5066408495259525e+18,"ÜT: -26.11158,27.901347","ÜT: -26.11158,27.901347"
32180,1.506640881566331e+18,"Portsmouth, UK","Portsmouth, England, United Kingdom"
32181,1.5066408851985613e+18,where the river bends.,where the river bends.
32182,1.5066409349220805e+18,"Lancaster, England","Lancaster, England, United Kingdom"
32183,1.506641085610746e+18,"Maryland, USA","Maryland, United States of America, USA"
32184,1.5066410874688225e+18,T-Dot,T-Dot
32185,1.5066411039398994e+18,"Reston, VA","Reston, Virginia, United States of America"
32186,1.5066411251211835e+18,United Kingdom,"England, United Kingdom"
32187,1.5066411287743775e+18,Elsinore Castle,Elsinore Castle
32188,1.506641151008428e+18,"Oxfordshire, England","Oxfordshire, England, United Kingdom"
32189,1.5066411980222833e+18,Tennessee,Tennessee
32190,1.5066412459002634e+18,London,"London, England, United Kingdom"
32191,1.5066412583532503e+18,"Yonkers, Where Love Conquers","Yonkers, Where Love Conquers"
32192,1.5066413358514012e+18,"Edinburgh, Scotland, EU ","Edinburgh, Scotland, European Union "
32193,1.5066413735246438e+18,Manchester,Manchester
32194,1.5066413897901466e+18,United States,United States
32195,1.506641390498943e+18,"Washington, DC","Washington, District of Columbia, United States of America"
32196,1.5066414422021366e+18,"Pueblo Viejo, México","Pueblo Viejo, México"
32197,1.5066414537952215e+18,Worldwide,
32198,1.5066414608709263e+18,United States,United States
32199,1.506641508321337e+18,"Nashville, TN, USA","Nashville, Tennessee, United States of America, USA"
32200,1.5066415472274555e+18,Manchester Metropolitan Univ,Manchester Metropolitan Univ
32201,1.5066415849761833e+18,Where you not,Where you not
32202,1.506641600214184e+18,"Richmond, VA","Richmond, Virginia, United States of America"
32203,1.5066416627304448e+18,AnywhereIFindMyself,AnywhereIFindMyself
32204,1.5066417006048174e+18,T-Dot,T-Dot
32205,1.5066417332910203e+18,United Kingdom,"England, United Kingdom"
32206,1.5066417827334226e+18,"Maidenhead, England","Maidenhead, England, United Kingdom"
32207,1.506641792187388e+18,Throughout USA,Throughout USA
32208,1.506641806313808e+18,"Charlotte, NC","Charlotte, North Carolina, United States of America"
32209,1.506641806867542e+18,Everywhere,
32210,1.5066418239885967e+18,NY-LA-NY,"New York, United States of America-Laos-New York, United States of America"
32211,1.5066419698707784e+18,"Móstoles, España","Móstoles, Spain"
32212,1.5066419790982062e+18,"Utrecht, The Netherlands","Utrecht, The Netherlands"
32213,1.5066420039115366e+18,Missoula Montana,"Missoula Montana, United States of America"
32214,1.5066420450368635e+18,irgendwo in Söderistan,"irgendwo Indiana, United States of America Söderistan"
32215,1.5066420650605115e+18,Texas,Texas
32216,1.5066420963247063e+18,"Los Angeles, CA","Los Angeles, California, United States of America"
32217,1.5066420972307784e+18,"London, England","London, England, United Kingdom, England, United Kingdom"
32218,1.5066421464048435e+18,"Alabama, USA","Alabama, United States of America, USA"
32219,1.506642179397202e+18,Leicester UK,"Leicester England, United Kingdom"
32220,1.5066421940730634e+18,Scotland,Scotland
32221,1.506642201597653e+18, U.S.A., U.S.A.
32222,1.5066422422026568e+18,Covlandia,Covlandia
32223,1.506642267389497e+18,Suhl,Suhl
32224,1.5066422776906547e+18,People's Republic of Cambridge,People's Republic of Cambridge
32225,1.506642290743591e+18,"Sarawak, Malaysia","Sarawak, Malaysia"
32226,1.5066422925343908e+18,the Garden State,the Garden State
32227,1.5066423159469056e+18,"Bedford Stuyvesant, Brooklyn","Bedford Stuyvesant, Brooklyn"
32228,1.5066423325396214e+18,United Kingdom,"England, United Kingdom"
32229,1.506642350482903e+18,"Houston, TX","Houston, Texas, United States of America"
32230,1.5066423608973148e+18,"Aisne, Picardie","Aisne, Picardie"
32231,1.506642435010556e+18,Canada,Canada
32232,1.5066425253139784e+18,Freiburg im Breisgau,Freiburg Isle of Man Breisgau
32233,1.5066425413067817e+18,"British Columbia, Canada","British Columbia, Canada"
32234,1.50664257649707e+18,Tissue resident,Tissue resident
32235,1.5066426428384297e+18,"London, England","London, England, United Kingdom, England, United Kingdom"
32236,1.5066426692164485e+18,"Kitchener, Ontario","Kitchener, Ontario"
32237,1.506642674232619e+18,"Ipswich, England","Ipswich, England, United Kingdom"
32238,1.5066427113858908e+18,St. Pauli,São Tomé & Príncipe. Pauli
32239,1.5066427310111334e+18,NRW / Berlin,NRW / Berlin
32240,1.5066427592596685e+18,United States,United States
32241,1.506642761868624e+18,"Wales, United Kingdom","Wales, England, United Kingdom"
32242,1.5066428864983327e+18,Lisboa  ,Lisboa  
32243,1.5066429145664143e+18,North Pennines #Bykermeinhoff,North Pennines #Bykermeinhoff
32244,1.5066429221709046e+18,AnywhereIFindMyself,AnywhereIFindMyself
32245,1.5066429274848133e+18,"London, England","London, England, United Kingdom, England, United Kingdom"
32246,1.5066429465397903e+18,Philippines,Philippines
32247,1.5066429473280696e+18,St. Pauli,São Tomé & Príncipe. Pauli
32248,1.506642979729072e+18,"Ontario, Canada","Ontario, Canada"
32249,1.506643017905619e+18,Landet Av Munskyddsvägran,Landet Av Munskyddsvägran
32250,1.5066430200028692e+18,Sweateronbackwards&inside-out,Sweateronbackwards&inside-out
32251,1.5066430242642412e+18,Saskatchewan,Saskatchewan
32252,1.5066430761563668e+18,Alberta,Alberta
32253,1.50664309319347e+18,"Rochester, NY","Rochester, New York, United States of America"
32254,1.5066431015568712e+18,France,France
32255,1.506643120305414e+18,United Kingdom,"England, United Kingdom"
32256,1.506643129449218e+18,Australia,Australia
32257,1.506643130707284e+18,United States,United States
32258,1.506643131084718e+18,"Charlottesville, VA","Charlottesville, Virginia, United States of America"
32259,1.5066431778470707e+18,Malaga,Malaga
32260,1.506643190144774e+18,"Nova Scotia, Canada","Nova Scotia, Canada"
32261,1.5066431917680108e+18,"Westum, Stadt Sinzig (RLP)","Westum, Stadt Sinzig (RLP)"
32262,1.506643213175599e+18,Santa Rosa CA,"Santa Rosa California, United States of America"
32263,1.5066432181081416e+18,"Charlotte, NC","Charlotte, North Carolina, United States of America"
32264,1.5066432284849398e+18,Nowhere.,.
32265,1.5066432621568123e+18,Canada,Canada
32266,1.506643283992146e+18,"Portland, OR","Portland, Oregon, United States of America"
32267,1.50664328416009e+18,"Erlangen, Germany","Erlangen, Germany"
32268,1.5066433040619643e+18,genocide deniers get blocked,genocide deniers get blocked
32269,1.5066433567886582e+18,NY Metro Area,"New York, United States of America Metro Area"
32270,1.5066434086470697e+18,Ontario,Ontario
32271,1.506643420072321e+18,Home of the brave, of the brave
32272,1.5066434476330437e+18,Amsterdamned,Amsterdamned
32273,1.506643471427326e+18,"Toronto, Ontario","Toronto, Ontario"
32274,1.5066435258107658e+18,Europe,Europe
32275,1.506643536392958e+18,United States,United States
32276,1.5066435451674378e+18,Austin Texas,Austin Texas
32277,1.5066435713775206e+18,"Colorado, USA","Colorado, USA"
32278,1.5066435926553887e+18,Zürich,Zürich
32279,1.5066436081617306e+18,Connecticut • New York • Bajor,Connecticut • New York • Bajor
32280,1.5066436317756252e+18,"Lille, France","Lille, France"
32281,1.5066436371525427e+18,"Charlotte, NC","Charlotte, North Carolina, United States of America"
32282,1.5066436527429837e+18,"Frankfurt am Main, Deutschland","Frankfurt Armenia Main, Deutschland"
32283,1.506643651765674e+18,"Ottawa, Ontario","Ottawa, Ontario"
32284,1.5066436611314196e+18,"Utah, USA","Utah, United States of America, USA"
32285,1.5066437933192806e+18,More or less Galway,"More Oregon, United States of America less Galway"
32286,1.506643848142807e+18,"Vancouver, British Columbia","Vancouver, British Columbia"
32287,1.5066438526351237e+18,"Key West, FL","Key West, Florida, United States of America"
32288,1.506643853922734e+18,"Austin, TX","Austin, Texas, United States of America"
32289,1.5066439096146534e+18,NY-LA-NY,"New York, United States of America-Laos-New York, United States of America"
32290,1.5066439369154642e+18,"Bangkok, Thailand","Bangkok, Thailand"
32291,1.5066439458912788e+18,☘️ ,☘️ 
32292,1.5066439695177933e+18,Yorkshire,Yorkshire
32293,1.5066439770590577e+18,"Arlington, VA","Arlington, Virginia, United States of America"
32294,1.50664399698201e+18,"Bourgeoisie, New Jersey","Bourgeoisie, New Jersey"
32295,1.5066440141829448e+18,Canada,Canada
32296,1.506644017567748e+18,United States,United States
32297,1.5066440259479265e+18,"New York, USA","New York, USA"
32298,1.506644026010841e+18,Esch-sur-Alzette,Esch-sur-Alzette
32299,1.5066440281835192e+18,"New York, USA","New York, USA"
32300,1.5066440305826324e+18,"New York, USA","New York, USA"
32301,1.5066440323190129e+18,"New York, USA","New York, USA"
32302,1.5066440554045194e+18,Suhl,Suhl
32303,1.506644059540136e+18,Stuttgart / Freiburg,Stuttgart / Freiburg
32304,1.5066440618511606e+18,Mars,
32305,1.5066441025065042e+18,London,"London, England, United Kingdom"
32306,1.5066441119185183e+18,"Lübeck, Germany","Lübeck, Germany"
32307,1.5066441939423764e+18,Virginia,Virginia
32308,1.5066442300637307e+18,London,"London, England, United Kingdom"
32309,1.5066442977304658e+18,"Pennsylvania, USA","Pennsylvania, USA"
32310,1.5066443107285852e+18,"Ontario, Canada","Ontario, Canada"
32311,1.5066443150822687e+18,neuland,neuland
32312,1.5066443425464525e+18,in a shrinking warp bubble,"Indiana, United States of America a shrinking warp bubble"
